scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
absctuEAAAAJ,Paulo André,M,IST - Lisbon University (Instituto de Telecomunicações and Department Department of Electrical and,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=absctuEAAAAJ&citpid=5,153,100,42,37,5872,3610,627
EVn8oPkAAAAJ,julien morlier,M,université bordeaux,,9,6,9,8,350,164,46
2rclwh4AAAAJ,Renaud Marlet,M,Senior researcher at Ecole des Ponts ParisTech (ENPC) / Principal Scientist at Valeo.ai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2rclwh4AAAAJ&citpid=2,53,28,28,18,2986,1392,105
hOCZhnQAAAAJ,Roberto Moreira,M,Imperial College London,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hOCZhnQAAAAJ&citpid=2,13,12,11,11,498,475,24
hsMRthQAAAAJ,Nuno Abreu,M,"Research Engineer, PhD, Centre for Robotics and Autonomous Systems, INESCTEC",,4,1,6,5,124,71,25
RcCvJVQAAAAJ,François Goasdoué,M,"Professor of Computer Science, Univ Rennes, CNRS, IRISA",,45,29,28,18,2183,1002,122
PWGti5IAAAAJ,Pedro M. Santos,M,CISTER/ISEP- Research Center in Real-Time and Embedded Computing Systems; Faculdade de Engenharia da,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PWGti5IAAAAJ&citpid=2,3,3,5,5,171,163,30
09S73QcAAAAJ,Muhammad Awais Sattar,M,Early Stage Researcher Lodz University of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=09S73QcAAAAJ&citpid=2,0,0,2,2,11,11,11
wC7o_VAAAAAJ,Akhlesh Lakhtakia,M,"Evan Pugh University Professor, Pennsylvania State University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wC7o_VAAAAAJ&citpid=2,673,176,72,32,29225,6958,1607
68SdgoYAAAAJ,Kostas Karatzas,M,"Professor, School of Mechanical Engineering, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=68SdgoYAAAAJ&citpid=13,61,30,26,20,2966,1534,250
77j2okQAAAAJ,Anne Canteaut,F,"Inria Paris-Rocquencourt, France",,68,48,37,27,5719,2444,232
HqIyyXcAAAAJ,Prof. Mohamed-Slim Alouini,M,"Wireless CT Lab, King Abdullah University of Science and Technology (KAUST), Kingdom of Saudi Arabia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HqIyyXcAAAAJ&citpid=2,681,518,98,76,60845,29739,2049
hVxdgeYAAAAJ,Tatsuo Nakajima,M,Waseda University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hVxdgeYAAAAJ&citpid=2,138,40,38,19,6068,1722,508
zSfzj6sAAAAJ,Slimane Ben Slimane,M,KTH Royal Institute of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zSfzj6sAAAAJ&citpid=2,50,20,27,16,2687,982,134
VyIu80IAAAAJ,Diomidis S. Michalopoulos,M,Nokia Bell Labs,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VyIu80IAAAAJ&citpid=2,48,36,30,20,3482,1829,107
2W_PkVYAAAAJ,Thyago Monteiro Sá Pinto,M,Technical University of Denmark,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2W_PkVYAAAAJ&citpid=1,0,0,2,2,13,11,9
SOrYiMUAAAAJ,Iro Voulgari,F,National and Kapodistrian University of Athens,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SOrYiMUAAAAJ&citpid=1,8,4,8,7,214,124,36
p4WlqbgAAAAJ,Carlos Pomalaza-Raez,M,Purdue University Fort Wayne,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=p4WlqbgAAAAJ&citpid=3,44,22,21,14,2060,667,198
RSDAEdAAAAAJ,Jaime Delgado,M,Universitat Politècnica de Catalunya,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=RSDAEdAAAAAJ&citpid=1,60,5,19,9,1756,280,343
4DDefgsAAAAJ,Zitong Li,M,Commonwealth Scientific and Industrial Research Organisation,,10,10,10,10,420,350,22
YC2dBccAAAAJ,Vitaly Petrov,M,Nokia Bell Labs,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YC2dBccAAAAJ&citpid=3,43,40,23,23,1833,1656,94
MDt1H54AAAAJ,Paraskevi Nousi,F,"PhD Candidate, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MDt1H54AAAAJ&citpid=1,4,4,6,6,141,141,16
pbvIujcAAAAJ,Stelios Hadjidimitriou,M,"Electrical and Computer Engineer, Ph.D., Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pbvIujcAAAAJ&citpid=2,12,10,10,10,470,393,54
G_05mOgAAAAJ,Tom Schanz,M,"Lehrstuhl für Grundbau, Boden- und Felsmechanik, Ruhr-Universität Bochum, Germany",,118,87,38,32,8076,4957,438
kMBFQ64AAAAJ,Cees Diks,M,"Professor of Data Analysis and Economic Statistics, Universiteit van Amsterdam",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kMBFQ64AAAAJ&citpid=2,56,36,32,23,5773,2690,145
5KhgCcYAAAAJ,Patrick Carribault,M,CEA,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5KhgCcYAAAAJ&citpid=1,20,9,12,9,966,319,63
gS9Y4CAAAAAJ,Alfonso Pagani,M,"Associate professor, Politecnico di Torino",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gS9Y4CAAAAAJ&citpid=3,61,57,28,28,2806,2318,224
PWCG7_kAAAAJ,Marga Marcos,F,"University of the Basque Country, School of Engineering, Department of Automatic Control & Systems",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PWCG7_kAAAAJ&citpid=2,54,26,21,16,1841,989,267
TWryOX0AAAAJ,Daniel E. Rivera,M,"Professor of Chemical Engineering, Arizona State University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TWryOX0AAAAJ&citpid=3,131,65,41,26,8739,3747,349
-OSUeRcAAAAJ,Tharaka Mawanane Hewa,M,"Doctoral Student, Centre for Wireless Communications",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-OSUeRcAAAAJ&citpid=2,4,4,5,5,114,114,16
b8T5G2gAAAAJ,Morita Junya,M,Shizuoka University,,11,4,11,6,405,182,233
OxwAc2kAAAAJ,Giuliano Russo,M,"Center for Global Public Health, Institute of Population Studies, Queen Mary University of London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OxwAc2kAAAAJ&citpid=2,31,29,19,18,910,746,79
28TCymYAAAAJ,Mark D. Plumbley,M,"Centre for Vision, Speech and Signal Processing (CVSSP), University of Surrey",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=28TCymYAAAAJ&citpid=4,192,124,58,40,11749,6627,424
F3xAHN4AAAAJ,Erik Johnson,M,LPICM CNRS Ecole Polytechnique,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F3xAHN4AAAAJ&citpid=1,48,33,22,17,1601,1000,210
2CCz8x0AAAAJ,"Nicos Maglaveras, FEAMBES",M,"Professor - Aristotle University of Thessaloniki - School of Medicine  - Lab of Computing, Medical",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2CCz8x0AAAAJ&citpid=5,151,71,40,25,7898,3230,530
zooI-usAAAAJ,Henrikki Liimatainen,M,"Professor, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zooI-usAAAAJ&citpid=1,82,76,36,35,4170,3572,146
xgqtBLQAAAAJ,Vânia Gomes de Almeida,F,Lecturer in Medical Instrumentation and Electronics,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xgqtBLQAAAAJ&citpid=6,11,4,11,6,298,123,69
Qjw1ACoAAAAJ,Abbas Semnani,M,University of Toledo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qjw1ACoAAAAJ&citpid=6,19,15,15,12,683,432,80
Id00xlIAAAAJ,RAMEL jean-Yves,M,"Professeur d'Informatique, Université de Tours (PolytechTours)",,54,25,23,14,1783,784,209
PQWZTB8AAAAJ,Davide Falessi,M,"University of Rome ""Tor Vergata""",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PQWZTB8AAAAJ&citpid=4,39,28,25,18,1731,1044,114
ufr0tvAAAAAJ,Julia L. Lawall,F,Unknown affiliation,,96,47,39,24,5824,2095,248
iTBPPz8AAAAJ,Tanesh Kumar,M,"Postdoctoral Researcher, University of Oulu, Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iTBPPz8AAAAJ&citpid=16,36,21,18,15,1217,926,85
9XbXaT4AAAAJ,Ingo Schiermeyer,M,Professor für angewandte diskrete Mathematik,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9XbXaT4AAAAJ&citpid=1,74,29,26,16,2571,942,224
jq7H21IAAAAJ,Alain Finkel,M,LSV ENS Paris Saclay,,70,35,33,20,6137,1547,249
NFOdHPIAAAAJ,Ossi Lehtinen,M,Ulm University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NFOdHPIAAAAJ&citpid=5,32,29,27,24,4914,3533,47
ydA8Q5AAAAAJ,Anind K. Dey,M,University of Washington,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ydA8Q5AAAAAJ&citpid=2,229,180,76,58,47412,17386,448
SPE8ry4AAAAJ,Alfredo Morales Pinzon,F,"Postdoctoral Research Fellow at Brigham and Women`s Hospital, Harvard Medical School at Brigham and",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SPE8ry4AAAAJ&citpid=1,3,2,5,5,70,64,39
zhvJbwgAAAAJ,Panos Patsalas,M,"Professor of Advanced Materials, School of Physics, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zhvJbwgAAAAJ&citpid=1,115,80,39,27,5275,2992,207
vGQ_-rgAAAAJ,André Catarino,M,"Assistant Professor, 2C2T, DET, University of Minho",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vGQ_-rgAAAAJ&citpid=2,22,12,15,11,875,579,104
if0FqtoAAAAJ,Darko Nakov,M,"Professor at the Faculty of Civil Engineering-Skopje, Ss. Cyril and Methodius University in Skopje",,1,1,3,3,37,33,24
UYJuQg0AAAAJ,Noboru Murata,M,Waseda University,,63,31,30,19,5446,1518,285
Cpp8VegAAAAJ,Youssef BENAMA,M,"I2M,Université de Bordeaux",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Cpp8VegAAAAJ&citpid=4,0,0,4,4,32,29,7
VQBmIxkAAAAJ,Yao Koutsawa,M,"Dr.-Ing. Habil (HDR), Luxembourg Institute of Science and Technology",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=VQBmIxkAAAAJ&citpid=2,40,32,20,18,1255,831,92
Iu51sgYAAAAJ,Dimitri Frantzeskakis,M,"Department of Physics, National and Kapodistrian University of Athens, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Iu51sgYAAAAJ&citpid=2,200,113,55,33,11441,4617,397
UWqW9PEAAAAJ,Pedro M A Miranda,M,"University of Lisbon, IDL",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UWqW9PEAAAAJ&citpid=2,80,63,38,27,4895,2439,287
2oDbpAwAAAAJ,Mircea Marin,M,West University of Timisoara,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2oDbpAwAAAAJ&citpid=8,21,2,15,8,689,140,113
0BcsOY8AAAAJ,Mauro Conti,M,Full Professor at University of Padua - Affiliate Prof. at TU Delft and UW Seattle,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0BcsOY8AAAAJ&citpid=3,230,205,60,54,14425,11984,563
lk_jn24AAAAJ,Serge Abiteboul,M,INRIA Saclay,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lk_jn24AAAAJ&citpid=1,199,64,81,26,37371,4954,497
K-qzaMcAAAAJ,Marius Corici,M,"Researcher. Fraunhofer FOKUS Institute, Berlin",,28,21,19,16,1136,902,87
4MIJgFsAAAAJ,Twan Lammers,M,"Professor of Medicine, RWTH Aachen",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4MIJgFsAAAAJ&citpid=14,171,162,69,61,17004,12468,315
2gyOP3QAAAAJ,Wayne Luk,M,"Professor of Computer Engineering, Imperial College London",,356,151,66,31,16718,5171,892
4PU5ZFYV-iEC,Hakan Erdogmus,M,Carnegie Mellon University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4PU5ZFYV-iEC&citpid=2,41,16,23,13,2729,794,129
w6PR9pkAAAAJ,Ivan Flechais,M,University of Oxford,,32,24,22,15,1746,829,89
RiIDoKQAAAAJ,Dario Fiore,M,"Associate Research Professor, IMDEA Software Institute",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RiIDoKQAAAAJ&citpid=2,41,33,29,24,2861,1993,78
VUK1OO0AAAAJ,Anil Fernando,M,"Centre for Vision, Speech and Signal Processing",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VUK1OO0AAAAJ&citpid=1,102,24,30,13,3389,985,382
JLk2ICIAAAAJ,Jesús Arnau,M,Ofcom,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JLk2ICIAAAAJ&citpid=8,15,10,11,10,486,374,24
qx0n0-0AAAAJ,Vasileios Spiliopoulos,M,Zeropoint Technologies,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qx0n0-0AAAAJ&citpid=5,8,8,9,9,532,333,20
NHmnAhwAAAAJ,Mohammad Ashraful Hoque,M,University of Helsinki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NHmnAhwAAAAJ&citpid=3,18,17,14,13,807,585,48
7XOY290AAAAJ,Marios D. Dikaiakos,M,"Professor of Computer Science, University of Cyprus",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7XOY290AAAAJ&citpid=9,89,33,32,18,4870,1596,239
cHukfSUAAAAJ,Moncef Gabbouj,M,"Professor, Tampere University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cHukfSUAAAAJ&citpid=2,332,172,61,43,19458,9522,1264
8RYYICoAAAAJ,"Abbas Jamalipour, Fellow IEEE, Fellow IEICE, Fellow IEA",M,"Professor of Ubiquitous Mobile Networking, The University of Sydney",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8RYYICoAAAAJ&citpid=3,199,114,48,32,13340,6543,672
8kzzUboAAAAJ,Liang Wang,M,National Lab of Pattern Recognition,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8kzzUboAAAAJ&citpid=2,180,153,69,56,22279,13868,334
PBkpV3MAAAAJ,Eleftherios O. Kontis,M,"Aristotle University of Thessaloniki, University of Western Macedonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PBkpV3MAAAAJ&citpid=1,12,12,11,11,292,292,45
3QalTo4AAAAJ,Stephane Louise,M,"CEA, LIST",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3QalTo4AAAAJ&citpid=1,18,5,12,8,554,249,68
mqTgE20AAAAJ,Izzat Darwazeh,M,University College London-UCL,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mqTgE20AAAAJ&citpid=1,90,61,33,25,3695,2249,348
heC40hcAAAAJ,Abdenour Hadid,M,"Professor of Chair of Excellence,  France",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=heC40hcAAAAJ&citpid=26,110,94,45,38,19136,10712,220
5gGSgcUAAAAJ,Mel Slater,M,Universitat de Barcelona,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5gGSgcUAAAAJ&citpid=1,289,207,97,73,41477,22617,514
SElcQ1UAAAAJ,Karine Altisen,F,"Maître de Conférences, Grenoble INP / Verimag",,22,9,16,9,1164,291,92
rMlg0gMAAAAJ,Pedro Gomes,M,"Head of Development, Seedstars",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rMlg0gMAAAAJ&citpid=3,9,7,9,8,453,311,18
LxjdeV0AAAAJ,Stamatia Bibi,F,"Assistant Professor, Department of Electrical and Computer Engineering, UOWM",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LxjdeV0AAAAJ&citpid=5,22,17,15,12,899,566,68
bcT07qcAAAAJ,André Silva Aguiar,M,INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bcT07qcAAAAJ&citpid=1,0,0,4,4,35,35,14
o6uxdKgAAAAJ,Sofia Balula Dias,F,"Assistant Professor/Research Assistant, Universidade de Lisboa",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o6uxdKgAAAAJ&citpid=5,15,12,11,10,562,441,82
1sB4AFUAAAAJ,Daniel E. Lucani,M,"Associate Professor at the Department of Engineering, Aarhus University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1sB4AFUAAAAJ&citpid=3,75,63,29,24,2981,1859,244
BpPt4uMAAAAJ,Jean-Claude Martin,M,"LIMSI-CNRS, Université Paris Sud, Université Paris-Saclay",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BpPt4uMAAAAJ&citpid=2,107,53,36,20,5113,1818,346
rzHu7gYAAAAJ,ANCA  DELIA JURCUT,F,"Assistant Professor, University College Dublin",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rzHu7gYAAAAJ&citpid=1,13,11,11,10,257,240,43
ANZg0hsAAAAJ,Bora Caglayan,M,Huawei European Research Institute,,20,16,16,13,931,628,55
Lho6HXgAAAAJ,Jussi Koskinen,M,"Adjunct Professor (Univ. Jyväskylä), Adjunct Professor (Univ. Helsinki)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lho6HXgAAAAJ&citpid=3,22,3,14,6,735,183,80
XFPyoEwAAAAJ,Christos Berberidis,M,"Lab Teaching Staff, International Hellenic University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XFPyoEwAAAAJ&citpid=3,12,3,12,6,777,429,20
LUU0EFgAAAAJ,Sophia Tsoka,F,King's College London,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LUU0EFgAAAAJ&citpid=1,53,34,31,21,4879,2089,121
f9xG-ZAAAAAJ,Aale Luusua,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=f9xG-ZAAAAAJ&citpid=4,8,6,9,8,208,161,21
EGA1deoAAAAJ,Gail Murphy,F,"Professor of Computer Science, University of British Columbia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EGA1deoAAAAJ&citpid=2,128,85,64,40,18213,5911,298
xLnYg2YAAAAJ,Valério Rosset,M,Associate Professor at  Science and Technology Institute of Federal University of São Paulo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xLnYg2YAAAAJ&citpid=4,6,4,6,5,155,103,39
8zTYghUAAAAJ,Andre Dias,M,"INESC TEC Robotics Unit, School of Engineering Polytechnic Institute of Porto",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8zTYghUAAAAJ&citpid=2,21,17,13,12,708,516,97
d8h-UaUAAAAJ,Eleftherios Kofidis,M,"University of Piraeus, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=d8h-UaUAAAAJ&citpid=1,34,27,21,16,2297,1455,93
PH-8H2wAAAAJ,Bruno Romeira,M,International Iberian Nanotechnology Laboratory,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PH-8H2wAAAAJ&citpid=17,24,18,18,13,945,689,106
jdVkaIcAAAAJ,Rui Meireles,M,Vassar College,,5,4,7,6,433,252,21
_7heOKcAAAAJ,Fragkiskos D. Malliaros,M,"Assistant Professor, CentraleSupélec, Université Paris-Saclay",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_7heOKcAAAAJ&citpid=2,16,14,13,11,1220,1065,49
vblYhbcAAAAJ,Dimitrios Serpanos,M,University of Patras & Industrial Systems Institute,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vblYhbcAAAAJ&citpid=5,67,31,30,18,3374,1342,401
lCOwfD8AAAAJ,Bart Meersman,M,S²ENSO,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lCOwfD8AAAAJ&citpid=2,47,35,25,20,2846,1873,85
FsE86kwAAAAJ,Prof. Sergio A Velastin FIET SMIEE,M,"Visiting Professor, Queen Mary University of London",,102,57,41,26,9050,3608,270
UMGysigAAAAJ,"Elizabeth Burnside M.D., MPH, M.S.",F,"Professor of Radiology, University of Wisconsin School of Medicine and Public Health",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UMGysigAAAAJ&citpid=2,95,73,41,28,9372,5810,211
4Q-zncUAAAAJ,Apostolos Dollas,M,"Professor of ECE, Technical University of Crete, Research Associate, ICS-FORTH",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4Q-zncUAAAAJ&citpid=3,41,15,21,12,1765,577,135
unH9oJsAAAAJ,Mohammad Tavakolian,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=unH9oJsAAAAJ&citpid=5,3,3,6,6,77,75,17
x17oomIAAAAJ,Christophe Kolski,M,"Professor, LAMIH-UMR CNRS 8201, Univ. Polytechnique Hauts-de-France, Valenciennes, France",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=x17oomIAAAAJ&citpid=3,103,37,30,16,3754,1311,419
Kcd0nxUAAAAJ,Lucy Ellen Lwakatare,F,University of Helsinki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Kcd0nxUAAAAJ&citpid=1,15,15,14,14,1003,979,25
ihKUd5QAAAAJ,Leif Skiftenes Flak,M,"University of Agder, Norway",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ihKUd5QAAAAJ&citpid=3,26,19,20,15,1956,977,59
LUfC5iYAAAAJ,Leatile  Marata,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LUfC5iYAAAAJ&citpid=2,0,0,2,2,7,7,4
F5dDJREAAAAJ,Yannis Soupionis,M,"Joint Research Center, European Commission",,15,11,13,10,682,449,42
GsvT_88AAAAJ,Baudouin Denis de Senneville,M,CNRS - Institut de Mathématiques de Bordeaux (IMB),,64,54,30,25,3659,1848,217
kr7wm4QAAAAJ,Hernan Casakin,M,Ariel University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kr7wm4QAAAAJ&citpid=2,39,34,23,19,2353,1175,134
